CM,NYSE,Canadian Imperial Bank of Commerce,39460000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm,
CNI,NYSE,Canadian National Railway Company,60010000000.0,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni,
CNQ,NYSE,Canadian Natural Resources Limited,44030000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq,
CP,NYSE,Canadian Pacific Railway Limited,25260000000.0,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp,
CAJ,NYSE,"Canon, Inc.",41240000000.0,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj,
CMD,NYSE,Cantel Medical Corp.,4070000000.0000005,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmd,
COF,NYSE,Capital One Financial Corporation,43650000000.0,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof,
CSU,NYSE,Capital Senior Living Corporation,461470000.0,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu,
BXMT,NYSE,"Capital Trust, Inc.",3020000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt,
CMO,NYSE,Capstead Mortgage Corporation,839950000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo,
CAH,NYSE,"Cardinal Health, Inc.",19000000000.0,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah,
CRCM,NYSE,"Care.com, Inc.",545370000.0,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm,
CSL,NYSE,Carlisle Companies Incorporated,6820000000.0,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl,
KMX,NYSE,CarMax Inc,13390000000.0,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,
CCL,NYSE,Carnival Corporation,47600000000.0,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl,
CUK,NYSE,Carnival Corporation,49650000000.0,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk,
CRS,NYSE,Carpenter Technology Corporation,2290000000.0,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs,
CSV,NYSE,"Carriage Services, Inc.",408580000.0,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv,
CARS,NYSE,Cars.com Inc.,1650000000.0,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/cars,
CRI,NYSE,"Carter&#39;s, Inc.",4690000000.0,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri,
CSLT,NYSE,"Castlight Health, inc.",528260000.0,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt,
CTLT,NYSE,"Catalent, Inc.",5330000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt,
CTT           ,NYSE,"CatchMark Timber Trust, Inc.",566250000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt,
CAT,NYSE,"Caterpillar, Inc.",82580000000.0,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,
CBZ,NYSE,"CBIZ, Inc.",827770000.0,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz,
CBL,NYSE,"CBL & Associates Properties, Inc.",963280000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl,
IGR,NYSE,CBRE Clarion Global Real Estate Income Fund,909410000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr,
CBG,NYSE,"CBRE Group, Inc.",13810000000.0,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg,
CBS,NYSE,CBS Corporation,23140000000.0,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,
FUN,NYSE,"Cedar Fair, L.P.",3690000000.0,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun,
CDR,NYSE,"Cedar Realty Trust, Inc.",536049999.99999994,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr,
CE,NYSE,Celanese Corporation,14490000000.0,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce,
CLS,NYSE,"Celestica, Inc.",1270000000.0,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls,
CEL,NYSE,"Cellcom Israel, Ltd.",954080000.0,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel,
CPAC,NYSE,Cementos Pacasmayo S.A.A.,1100000000.0,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac,
CX,NYSE,Cemex S.A.B. de C.V.,11770000000.0,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx,
CVE,NYSE,Cenovus Energy Inc,13770000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve,
CNC,NYSE,Centene Corporation,16360000000.0,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc,
CNP,NYSE,"CenterPoint Energy, Inc.",12910000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp,
EBR,NYSE,Centrais Electricas Brasileiras S.A.- Eletrobras,8700000000.0,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr,
CCS,NYSE,"Century Communities, Inc.",776260000.0,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs,
CTL,NYSE,"CenturyLink, Inc.",8910000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl,
CF,NYSE,"CF Industries Holdings, Inc.",8600000000.0,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf,
GIB,NYSE,"CGI Group, Inc.",13550000000.0,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib,
CRL,NYSE,"Charles River Laboratories International, Inc.",5560000000.0,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl,
CLDT,NYSE,Chatham Lodging Trust (REIT),916040000.0,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt,
CMCM,NYSE,Cheetah Mobile Inc.,1300000000.0,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm,
CHGG,NYSE,"Chegg, Inc.",1520000000.0,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg,
CHE,NYSE,Chemed Corp.,3710000000.0,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che,
CC,NYSE,Chemours Company (The),9420000000.0,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc,
CHK,NYSE,Chesapeake Energy Corporation,3800000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk,
CHSP,NYSE,Chesapeake Lodging Trust,1670000000.0,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp,
CPK,NYSE,Chesapeake Utilities Corporation,1320000000.0,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk,
CVX,NYSE,Chevron Corporation,222170000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,
CBI,NYSE,Chicago Bridge & Iron Company N.V.,1660000000.0,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi,
CHS,NYSE,"Chico&#39;s FAS, Inc.",945670000.0,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs,
CIM,NYSE,Chimera Investment Corporation,3340000000.0,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim,
CO,NYSE,China Cord Blood Corporation,1370000000.0,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co,
CEA,NYSE,China Eastern Airlines Corporation Ltd.,7370000000.0,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea,
LFC,NYSE,China Life Insurance Company Limited,97970000000.0,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc,
CHL,NYSE,China Mobile (Hong Kong) Ltd.,207830000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl,
SNP,NYSE,China Petroleum & Chemical Corporation,92810000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp,
XRF,NYSE,China Rapid Finance Limited,475580000.0,2017,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/xrf,
ZNH,NYSE,China Southern Airlines Company Limited,7700000000.0,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh,
CHA,NYSE,China Telecom Corp Ltd,40850000000.0,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha,
CHU,NYSE,China Unicom (Hong Kong) Ltd,36450000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu,
CYD,NYSE,China Yuchai International Limited,916430000.0,1994,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd,
CMG,NYSE,"Chipotle Mexican Grill, Inc.",7750000000.0,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg,
CHH,NYSE,"Choice Hotels International, Inc.",4170000000.0,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh,
CHT,NYSE,"Chunghwa Telecom Co., Ltd.",26240000000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht,
CHD,NYSE,"Church & Dwight Company, Inc.",10920000000.0,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,
CIEN,NYSE,Ciena Corporation,2850000000.0,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien,
CI,NYSE,Cigna Corporation,51740000000.0,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,
XEC,NYSE,Cimarex Energy Co,12000000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec,
CBB,NYSE,Cincinnati Bell Inc,835070000.0,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb,
CNK,NYSE,Cinemark Holdings Inc,3950000000.0,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk,
CINR,NYSE,Ciner Resources LP,476700000.0,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cinr,
CIR,NYSE,"CIRCOR International, Inc.",749780000.0,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir,
CISN,NYSE,Cision Ltd.,1510000000.0,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cisn,
CIT,NYSE,CIT Group Inc (DEL),5930000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cit,
BLW,NYSE,Citigroup Inc.,597610000.0,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw,
C,NYSE,Citigroup Inc.,192250000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c,
CFG,NYSE,"Citizens Financial Group, Inc.",18820000000.0,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg,
CIVI,NYSE,"Civitas Solutions, Inc.",689350000.0,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi,
CLH,NYSE,"Clean Harbors, Inc.",3050000000.0,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh,
CCO,NYSE,"Clear Channel Outdoor Holdings, Inc.",1440000000.0,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco,
CBA           ,NYSE,ClearBridge American Energy MLP Fund Inc.,469330000.0,2013,n/a,n/a,http://www.nasdaq.com/symbol/cba,
CEM,NYSE,ClearBridge Energy MLP Fund Inc.,960310000.0,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem,
CTR,NYSE,ClearBridge Energy MLP Total Return Fund Inc.,456190000.0,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr,
CLW,NYSE,Clearwater Paper Corporation,742790000.0,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw,
CLF,NYSE,Cleveland-Cliffs Inc.,1830000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf,
CLX,NYSE,Clorox Company (The),16719999999.999998,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,
CLDR,NYSE,"Cloudera, Inc.",1990000000.0,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cldr,
CMS,NYSE,CMS Energy Corporation,13780000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms,
CNA,NYSE,CNA Financial Corporation,14850000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,
CNHI,NYSE,CNH Industrial N.V.,17610000000.0,2013,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi,
CNO,NYSE,"CNO Financial Group, Inc.",3990000000.0,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno,
CEO,NYSE,CNOOC Limited,1450000000.0,2001,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo,
KOF,NYSE,Coca Cola Femsa S.A.B. de C.V.,14180000000.0,1993,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof,
KO,NYSE,Coca-Cola Company (The),195740000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,
CCE,NYSE,Coca-Cola European Partners plc,18350000000.0,2016,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce,
CDE,NYSE,"Coeur Mining, Inc.",1400000000.0,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde,
CNS,NYSE,Cohen & Steers Inc,1970000000.0,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns,
UTF,NYSE,"Cohen & Steers Infrastructure Fund, Inc",1990000000.0,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf,
LDP,NYSE,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",766320000.0,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp,
RQI,NYSE,Cohen & Steers Quality Income Realty Fund Inc,1390000000.0,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi,
RNP,NYSE,Cohen & Steers Reit and Preferred Income Fund Inc,1010000000.0,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp,
CFX,NYSE,Colfax Corporation,4550000000.0,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx,
CL,NYSE,Colgate-Palmolive Company,62260000000.0,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,
CLNS,NYSE,"Colony NorthStar, Inc.",6820000000.0,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/clns,
CXP,NYSE,"Columbia Property Trust, Inc.",2710000000.0,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxp,
CMA,NYSE,Comerica Incorporated,13420000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cma,
FIX,NYSE,"Comfort Systems USA, Inc.",1580000000.0,1997,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/fix,
CMC,NYSE,Commercial Metals Company,2170000000.0,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cmc,
CBU,NYSE,"Community Bank System, Inc.",2650000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbu,
CYH,NYSE,"Community Health Systems, Inc.",511820000.0,2000,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyh,
CHCT,NYSE,Community Healthcare Trust Incorporated,497940000.0,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chct,
CIG,NYSE,Comp En De Mn Cemig ADS,2670000000.0,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cig,
CBD,NYSE,Companhia Brasileira de Distribuicao,6000000000.0,1997,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/cbd,
SBS,NYSE,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,5970000000.0,2002,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/sbs,
ELP,NYSE,Companhia Paranaense de Energia (COPEL),2009999999.9999998,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elp,
CCU,NYSE,"Compania Cervecerias Unidas, S.A.",4990000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ccu,
CODI,NYSE,Compass Diversified Holdings,1010000000.0,2006,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/codi,
CMP,NYSE,"Compass Minerals International, Inc.",2240000000.0,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cmp,
CAG,NYSE,"ConAgra Brands, Inc.",13790000000.0,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cag,
CXO,NYSE,Concho Resources Inc.,21820000000.0,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cxo,
CNDT,NYSE,Conduent Incorporated,3300000000.0,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cndt,
CNNX,NYSE,Cone Midstream Partners LP,1080000000.0,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/cnnx,
COP,NYSE,ConocoPhillips,63940000000.0,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cop,
CNX,NYSE,CONSOL Energy Inc.,3660000000.0,1999,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnx,
ED,NYSE,Consolidated Edison Inc,26810000000.0,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ed,
STZ,NYSE,Constellation Brands Inc,42150000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/stz,
CSTM,NYSE,Constellium N.V.,1180000000.0,2013,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cstm,
CBPX,NYSE,"Continental Building Products, Inc.",1020000000.0,2014,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cbpx,
CLR,NYSE,"Continental Resources, Inc.",16360000000.0,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/clr,
VLRS,NYSE,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",998820000.0,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/vlrs,
CVG,NYSE,Convergys Corporation,2310000000.0,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/cvg,
COO,NYSE,"Cooper Companies, Inc. (The)",11230000000.0,n/a,Health Care,Ophthalmic Goods,http://www.nasdaq.com/symbol/coo,
CTB,NYSE,Cooper Tire & Rubber Company,1660000000.0,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/ctb,
CPS,NYSE,Cooper-Standard Holdings Inc.,2069999999.9999998,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cps,
CPA,NYSE,"Copa Holdings, S.A.",5160000000.0,2005,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cpa,
CLB,NYSE,Core Laboratories N.V.,4650000000.0,1995,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/clb,
CXW,NYSE,"CoreCivic, Inc.",2950000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cxw,
CLGX,NYSE,"CoreLogic, Inc.",3850000000.0,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/clgx,
CORR,NYSE,"CorEnergy Infrastructure Trust, Inc.",436830000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/corr,
COR,NYSE,CoreSite Realty Corporation,4000000000.0,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cor,
GLW,NYSE,Corning Incorporated,28030000000.0,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/glw,
OFC,NYSE,Corporate Office Properties Trust,3230000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ofc,
CZZ,NYSE,Cosan Limited,2230000000.0,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/czz,
CMRE,NYSE,Costamare Inc.,650930000.0,2010,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/cmre,
COTV,NYSE,"Cotiviti Holdings, Inc.",2920000000.0,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cotv,
COT,NYSE,Cott Corporation,2000000000.0,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cot,
COTY,NYSE,Coty Inc.,10820000000.0,2013,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/coty,
CUZ,NYSE,Cousins Properties Incorporated,3800000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cuz,
CVA,NYSE,Covanta Holding Corporation,2020000000.0,n/a,Basic Industries,Electric Utilities: Central,http://www.nasdaq.com/symbol/cva,
CPF,NYSE,CPB Inc.,920180000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cpf,
CPL,NYSE,CPFL Energia S.A.,8529999999.999999,2004,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpl,
CR,NYSE,Crane Company,5050000000.0,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cr,
BAP,NYSE,Credicorp Ltd.,19580000000.0,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bap,
CS,NYSE,Credit Suisse Group,41030000000.0,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cs,
CPG,NYSE,Crescent Point Energy Corporation,4770000000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpg,
CEQP,NYSE,Crestwood Equity Partners LP,1720000000.0,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/ceqp,
CRH,NYSE,CRH PLC,29640000000.0,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/crh,
CAPL,NYSE,CrossAmerica Partners LP,858040000.0,2012,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/capl,
CCI,NYSE,Crown Castle International Corporation,45410000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cci,
CCK,NYSE,"Crown Holdings, Inc.",8029999999.999999,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cck,
CRY,NYSE,"CryoLife, Inc.",632350000.0,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cry,
CSRA,NYSE,CSRA Inc.,5190000000.0,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/csra,
CTS,NYSE,CTS Corporation,854720000.0,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/cts,
CUBE,NYSE,CubeSmart,5200000000.0,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cube,
CUB,NYSE,Cubic Corporation,1460000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cub,
CFR,NYSE,"Cullen/Frost Bankers, Inc.",6010000000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfr,
CMI,NYSE,Cummins Inc.,28520000000.0,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cmi,
CW,NYSE,Curtiss-Wright Corporation,5250000000.0,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cw,
CUBI,NYSE,"Customers Bancorp, Inc",805400000.0,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cubi,
CVI,NYSE,CVR Energy Inc.,2730000000.0,2007,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvi,
CVRR,NYSE,"CVR Refining, LP",1910000000.0,2013,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvrr,
CVS,NYSE,CVS Health Corporation,70090000000.0,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/cvs,
CYS,NYSE,"CYS Investments, Inc.",1230000000.0,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cys,
DHI,NYSE,"D.R. Horton, Inc.",16820000000.0,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/dhi,
CB,NYSE,D/B/A Chubb Limited New,69530000000.0,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb,
DAN,NYSE,Dana Incorporated,4470000000.0,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dan,
DHR,NYSE,Danaher Corporation,64830000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dhr,
DQ,NYSE,DAQO New Energy Corp.,413920000.0,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/dq,
DRI,NYSE,"Darden Restaurants, Inc.",10100000000.0,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dri,
DAR,NYSE,Darling Ingredients Inc.,2880000000.0,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/dar,
DVA,NYSE,DaVita Inc.,11270000000.0,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dva,
DCP,NYSE,DCP Midstream LP,4970000000.0,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/dcp,
DCT,NYSE,DCT Industrial Trust Inc,5590000000.0,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/dct,
DDR,NYSE,DDR Corp.,2930000000.0,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ddr,
DF,NYSE,Dean Foods Company,826420000.0,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/df,
DECK,NYSE,Deckers Outdoor Corporation,2069999999.9999998,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/deck,
DE,NYSE,Deere & Company,43600000000.0,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/de,
DKL,NYSE,"Delek Logistics Partners, L.P.",740590000.0,2012,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/dkl,
DK,NYSE,"Delek US Holdings, Inc.",2310000000.0,2017,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/dk,
DVMT,NYSE,Dell Technologies Inc.,16760000000.000002,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/dvmt,
DLPH,NYSE,Delphi Automotive plc,25860000000.0,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dlph,
DAL,NYSE,"Delta Air Lines, Inc.",35580000000.0,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/dal,
DEL,NYSE,Deltic Timber Corporation,1140000000.0,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/del,
DLX,NYSE,Deluxe Corporation,3250000000.0,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/dlx,
DNR,NYSE,Denbury Resources Inc.,669060000.0,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dnr,
